name,website,category,date,source
Hallmark Financial Solutions / Hallmark Finance Solutions,www.hallmarkfsg.com / www.hallmarkfinance.co.uk,Unlicensed entities,2013-06-27,sfc
Able Will Development,www.ablewill.hk,Unlicensed entities,2013-07-18,sfc
NCA International Holdings Limited / Noble Capital (Asia) Limited,www.ncaholdings.com,Unlicensed entities,,sfc
JP Premier International Holdings Limited,,Unlicensed entities,,sfc
www.axa-a.com,www.axa-a.com,Suspicious websites,,sfc
www.futai0.com,www.futai0.com,Suspicious websites,2013-07-19,sfc
富泰金融網 (Chinese name only),www.ftjrw.com,Suspicious websites,2013-07-19,sfc
www.zhxhjyw.cn,www.zhxhjyw.cn,Suspicious websites,,sfc
財華國際投資 (Chinese name only),www.ch4444.com,Suspicious websites,2013-07-19,sfc
DM INDEX,www.m823.com,Suspicious websites,2013-07-19,sfc
Galaxy Brokers Limited,www.galaxybrokers.com,Unlicensed entities,2013-07-19,sfc
Shenzhen Lukfook Hushen Technology Ltd,www.939288.com,Suspicious websites,2013-07-18,sfc
www.959488.com,www.959488.com,Suspicious websites,,sfc
Rapid Exchange / Rapid Gold Inc.,www.rapidxchange.webs.com,Unlicensed entities,2013-07-23,sfc
HF JR Finance (Asia) Limited,www.hf1188.com,Suspicious websites,2013-07-19,sfc
Blue Dome Partners,www.bluedomepartners.com,Unlicensed entities,2013-07-30,sfc
Fubon (HK) Insurance Investment Fund Company Limited / Fubang (HK) Insurance Investment Fund Limited,www.fbbx.net,Unlicensed entities,2013-08-05,sfc
VCC International Group Ltd,www.vccinternatinoal.com,Unlicensed entities,2013-08-06,sfc
Hang International,www.hanginternational.com,Unlicensed entities,2013-08-06,sfc
Commodity Options Security Exchange,www.cosechicago.com,Fake regulators and/or market operators,2013-08-06,sfc
Cartel Group,www.cartelgroups.com,Unlicensed entities,,sfc
Saba Capital Management,www.sabahkllc.com,Unlicensed entities,2013-08-06,sfc
Bergmannwhite Associates,1) www.bergmannwhite-associates.com,Unlicensed entities,2013-07-30,sfc
Cadell Acton Group International,www.cadellacton.com,Unlicensed entities,2013-08-14,sfc
Arrow Capital Partners,www.arrowcapitalpartners.com,Unlicensed entities,2013-08-14,sfc
East Cape Mining Corporation,,Unlicensed entities,,sfc
Letter Ann Financial Group,www.73311.com,Unlicensed entities,2013-07-19,sfc
Standard Wealth Management Limited,http://swmltd.com,Unlicensed entities,2013-08-14,sfc
www.saxoforex.hk,www.saxoforex.hk,Suspicious websites,,sfc
Forexoma Ltd,www.forexoma.com,Unlicensed entities,2013-08-15,sfc
Dinosaur Investor Services (UK) Limited / Dinosaur Investor Services,(i) www.dinosaurgroup.co.uk,Unlicensed entities,2013-08-21,sfc
Future Trend Investment Holding Limited,,Unlicensed entities,,sfc
www.rtronx.com,www.rtronx.com,Suspicious websites,,sfc
GMO Global,www.gmo-global.net,Unlicensed entities,2013-08-14,sfc
www.bimforex.com,www.bimforex.com,Suspicious websites,,sfc
Dinosaur Assets Management (HK) Limited,(i) www.dinosaurgroup.co.uk,Unlicensed entities,,sfc
Hong Kong Shanghai Board Options Exchange,www.hsboe.com,Fake regulators and/or market operators,,sfc
Capital Finance Group Hong Kong Limited,www.capitalfinancegrouphk.com,Unlicensed entities,2013-08-21,sfc
Norris Jardine Newell Equities,www.njne.com,Unlicensed entities,2013-09-03,sfc
Sentinel Equity Inc,www.sentinelequity.com,Unlicensed entities,2013-09-03,sfc
Hong Kuang,www.hongkuang.com,Unlicensed entities,2013-09-03,sfc
Gould Ventures Group,www.gouldventuresgroup.net,Unlicensed entities,2013-09-10,sfc
Brien Group Limited,www.brienhk.com,Unlicensed entities,2013-09-10,sfc
Roxboro Capital Investment / Roxboro Capital Investment Strategies,www.roxboroci.com,Unlicensed entities,2013-09-03,sfc
Baker Boyd Associates,www.baker-boyd.com,Unlicensed entities,2013-09-23,sfc
Global Reach Asset Management,www.globalreachassetmanagement.com,Unlicensed entities,2013-09-23,sfc
Sompo Capital Group,www.sompocapitalgroup.com,Unlicensed entities,2013-09-23,sfc
HenryFX,www.henry-fx.com,Unlicensed entities,2013-08-06,sfc
North Corp International,www.northcorpinternational.com,Unlicensed entities,2013-09-26,sfc
NCL Group (UK) Ltd,www.nclfx.net,Unlicensed entities,2013-08-21,sfc
Yad Lan Investments,www.yadla.com,Unlicensed entities,2013-09-23,sfc
Nomura Asset Management / Nomura Asset Management Inc,www.namcohk.com,Unlicensed entities,2013-09-23,sfc
Stowford & Proctor Asset Management,www.stowproct.com,Unlicensed entities,2013-10-04,sfc
Mundial Securities,www.mundialsecurities.com,Unlicensed entities,2013-10-04,sfc
Shintomi Trading,www.shintomitrading.com,Unlicensed entities,2013-05-30,sfc
Windsor Finance Group,www.windsorfinancegroup.com,Unlicensed entities,2013-10-08,sfc
Chase Franklin International,www.chasefranklin.com,Unlicensed entities,2013-10-08,sfc
Hodyer Asia / Hodyer Asia Assets Management Inc / Hoyder Investment Group,www.hoyderasia.com,Unlicensed entities,2013-10-08,sfc
FIL Investment Management,www.filinvestments.com,Unlicensed entities,2013-10-10,sfc
Wainwright Wealth Management/ Wainwright Finance/ Wainwright Corporate,1. www.wainwrightcorporate.com,Unlicensed entities,2013-10-16,sfc
Charterhouse Wealth Management,www.charterhousewealthmanagement.com,Unlicensed entities,2013-10-25,sfc
http://www.yfjrw168.com,http://www.yfjrw168.com,Suspicious websites,,sfc
Hong Kong Business Information Registry,www.hkbizreg.com,Suspicious websites,,sfc
Banc54 / B54 Technologies Limited,www.b54.com / www.banc54.com,Unlicensed entities,2013-11-11,sfc
Win Win International Investments Limited,www.winwinhk.com,Unlicensed entities,2013-11-13,sfc
SWFinvestguide Financial Services Inc.,www.swfinvestguide.com,Unlicensed entities,2013-11-18,sfc
Ramsey Investment Partners,www.ramseyinvestmentpartners.com,Unlicensed entities,2013-11-05,sfc
Hoden International Clearing,www.hodeninternationalclearing.com,Unlicensed entities,2013-11-06,sfc
Wave Star Trading Company Ltd/ Wavestar Trading Company Ltd/ Wavestar Mystery Forex,www.wavestarmysteryforex.net,Unlicensed entities,2013-11-20,sfc
Allied Global Holdings,www.alliedghs.com,Unlicensed entities,2013-11-21,sfc
Upchina International Ltd,i) www.upchinahk.com,Unlicensed entities,2013-10-04,sfc
Nomura Financial,www.nomurafinancial.com,Unlicensed entities,2013-11-21,sfc
www.cashons.iego.net,www.cashons.iego.net,Suspicious websites,,sfc
"Lee, Young & Chan",www.lyc-limited.com,Unlicensed entities,2013-12-03,sfc
Edge Capital Markets,www.edgecmltd.com,Unlicensed entities,2013-12-12,sfc
Next Financial Network,www.nextfinancialnetwork.com,Unlicensed entities,2013-12-12,sfc
Capital Eurasia,www.capitaleurasia.com,Unlicensed entities,2013-11-27,sfc
First Trade Europe,www.fteuk.com,Unlicensed entities,2013-12-16,sfc
HSL Acquisitions Inc / HSL Acquisitions,www.hslacquisitions.com,Unlicensed entities,2013-12-18,sfc
Total Global Equity,www.totalglobalequity.com,Unlicensed entities,2013-10-25,sfc
Ava Capital Markets,www.avacm-ltd.com,Unlicensed entities,2013-12-20,sfc
Inter Global Equity,www.interglobalequity.com,Unlicensed entities,2014-01-07,sfc
DAB Asia Limited,www.dab-asia.com,Unlicensed entities,2014-01-07,sfc
Morris Capital Partners,www.morris-capital-partners.com,Unlicensed entities,2014-01-10,sfc
Dingfeng International Corporation,www.dingfeng.hk,Unlicensed entities,2013-12-06,sfc
Global Brokers Asia,www.gb4a.net,Unlicensed entities,2014-01-14,sfc
Adderley Davis & Associates Ltd,www.adderleydavis.com,Unlicensed entities,2014-01-17,sfc
"Baocheng Investment Advisor Co., Ltd",www.baocheng2006.hk,Suspicious websites,,sfc
KSI/ Karamanof/ Karamanof Securities & Investment Services,www.karamanofinvestments.com,Unlicensed entities,2014-01-29,sfc
IOC Group Limited,www.ioc-group.com,Unlicensed entities,2014-02-07,sfc
Hong Kong Eshirong Financial Investment,www.eshirong.com,Unlicensed entities,2013-11-11,sfc
Harvest International Consortiums Ltd,(i) www.hif-india.com,Unlicensed entities,2014-02-07,sfc
White-Miller Associates,www.white-miller-associates.com,Unlicensed entities,2014-02-12,sfc
Schott-OFT,www.schott-oft.com,Unlicensed entities,2014-02-14,sfc
Hudson Strategic Partners,www.hudsonstrategicpartners.com,Unlicensed entities,2013-12-10,sfc
Privilege Trading House Limited,www.privilegetrading.co.nz,Unlicensed entities,2014-02-17,sfc
Bronte Financial,www.brontefinancial.com,Unlicensed entities,2014-02-20,sfc
Capital Action Limited,www.capital-action.com,Unlicensed entities,2014-02-25,sfc
Financial Center Partners,www.financialcenterpartners.com,Unlicensed entities,2013-09-23,sfc
Brevan Howard Asset Management Limited,(i) www.howardforex.com,Unlicensed entities,2014-03-03,sfc
The Platinum Capital Group,www.theplatinumcapitalgroup.com,Unlicensed entities,,sfc
www.827116.com,www.827116.com,Suspicious websites,2014-03-06,sfc
Doyle Hutton Associates,www.doyle-hutton-associates.com,Unlicensed entities,2014-03-07,sfc
CNB Acquisitions Inc,www.cnbacquisitions.com,Unlicensed entities,2014-03-07,sfc
Hong Kong Global Exchange Co. Ltd.,www.hkglobalexchange.com,Suspicious websites,2014-03-12,sfc
www.camlondonltd.com,www.camlondonltd.com,Suspicious websites,,sfc
Wealth Builder FX Group Limited,www.wealthbuilderfx.com,Unlicensed entities,2014-03-13,sfc
www.dfh880.com,www.dfh880.com,Suspicious websites,2014-03-06,sfc
FIndex9.com Limited,www.findex9.com/ www.findex6.com,Unlicensed entities,2014-03-20,sfc
Southstar (Asia) Limited,www.southstar.asia,Unlicensed entities,2014-03-20,sfc
HKOTC,(i) www.hkotc.net,Fake regulators and/or market operators,,sfc
IGK Broker Limited,www.igkbroker.com,Unlicensed entities,2014-03-20,sfc
Southstar Holdings Limited,www.southstar-holdings.com,Unlicensed entities,,sfc
Great Wall Asset Management Corp,www.greatwallcorp.com,Unlicensed entities,2014-01-23,sfc
Ko Sin Corporation Limited,www.kosin.net,Unlicensed entities,2014-03-21,sfc
The Corliss Group,www.thecorlissgroup.com,Unlicensed entities,2014-03-24,sfc
Vantage Capital Research,www.vantagecapitalresearch.com,Unlicensed entities,2014-03-24,sfc
"Shepherds Hill Partners, Hong Kong",www.shepherdshillhk.com,Unlicensed entities,2014-03-20,sfc
Southstar Asset Management Limited,,Unlicensed entities,,sfc
The Woo Group,www.thewoogroup.com,Unlicensed entities,2014-04-01,sfc
Universe Citizen Limited (trading as FXCitizen),www.fxcitizen.com,Unlicensed entities,2014-04-01,sfc
www.cantormarketstrade.com,www.cantormarketstrade.com,Suspicious websites,2014-04-07,sfc
Herrington Global,www.herrington-global.com,Unlicensed entities,2014-03-24,sfc
www.hansassetmanagement.com,www.hansassetmanagement.com,Suspicious websites,,sfc
Joint Wealthy Consultancy Ltd,(i) www.ZXL8103.com,Unlicensed entities,2014-04-14,sfc
Advantage Asset Management,www.advantageassetmgmt.com,Unlicensed entities,2014-04-16,sfc
LSE Wealth Management Inc / LE Management,www.lsewealth.com,Unlicensed entities,2014-04-25,sfc
Hartford Group International,www.hartfordgroupinternational.org,Unlicensed entities,2014-05-13,sfc
Union Grand Corporation,www.uniongcorporation.com,Unlicensed entities,2014-05-13,sfc
深圳盈富寶股權基金管理有限公司 (Chinese name only),www.yfbjj.com,Suspicious websites,2014-05-14,sfc
Thomas Greene & Partners,,Unlicensed entities,,sfc
道富投資 (香港) 有限公司 (Chinese name only),(i) www.ssgahk.com,Suspicious websites,2014-05-27,sfc
www.emperorcapitalgroup.com,www.emperorcapitalgroup.com,Suspicious websites,,sfc
Asia World Capital,www.asiaworldcap.com,Unlicensed entities,2014-02-17,sfc
Red Sun M&A,www.redsunma.com,Unlicensed entities,2014-06-10,sfc
Securities Registry Board,www.securitiesrb.com,Fake regulators and/or market operators,2014-06-10,sfc
Asian Futures Trading Group,www.asian-ftg.com,Unlicensed entities,2014-05-15,sfc
Furlow Capital,www.furlowcapital.com,Unlicensed entities,2014-04-02,sfc
AXI Trader,http://axitrader-fxcs.com,Unlicensed entities,,sfc
LSE Acquisitions,www.lseacquisitions.com,Unlicensed entities,2014-03-20,sfc
www.bgcmarkets.net / www.bgcmarkets.org,(i) www.bgcmarkets.net,Suspicious websites,2014-07-07,sfc
www.vanguardassetmgmt.com / www.vanguarassetmgmt.com,(i) www.vanguardassetmgmt.com,Suspicious websites,2014-06-09,sfc
Neilson Capital,www.neilsoncapital.com,Unlicensed entities,2014-07-22,sfc
Guangcai Fund Management Limited/Guangcai Fund Managemeng Limited,www.cngcfund.com,Unlicensed entities,,sfc
The Tunstall Group,www.tunstall-group.com,Unlicensed entities,2014-08-05,sfc
Capital Group Finance,www.capitalgroupfinance.com,Unlicensed entities,2014-08-05,sfc
Hong Kong International Asset Management Limited,www.hkiam.com.hk,Unlicensed entities,2014-08-12,sfc
www.aberdeen-asset.cc,www.aberdeen-asset.cc,Suspicious websites,2014-08-12,sfc
Simon and Ross Incorporated,www.simonandrossinc.com,Unlicensed entities,2014-08-14,sfc
KTC Capital Management,(i) www.ktccapital.com,Unlicensed entities,2014-03-25,sfc
Keystone Union (Hong Kong) Limited  / Secure Investment,www.secureinvestment.com,Unlicensed entities,2014-06-06,sfc
Shenzhen Commodity Exchange,www.szcox.org,Fake regulators and/or market operators,2014-08-22,sfc
Endeavour Fund,www.endeavour-fund.com,Unlicensed entities,2014-09-08,sfc
Deep Blue Group,www.deepbluegroup.com,Unlicensed entities,2014-09-08,sfc
Fraser Mackenzie Transfer Company,http://fm.offshoretransfers.com,Unlicensed entities,2014-09-08,sfc
China DengShilei Care Association Company Limited,www.kuge6.com,Unlicensed entities,2014-09-18,sfc
HFJR Financal Investment Inc,www.hf8000.com,Suspicious websites,2014-10-09,sfc
FXZN Investment Limited / FZ Zenith Management Limited / FX Zenith Limited,www.fxzn.com,Suspicious websites,2014-08-04,sfc
Cardell Limited / Cardell Company Limited,www.cardell-limited.com,Unlicensed entities,2014-09-18,sfc
HFJR Financal Investment Inc,www.hf2222.com,Suspicious websites,2014-10-09,sfc
Kingston Financial Group,www.kingston-fg.com,Unlicensed entities,2014-07-31,sfc
Offshore Transfers Limited,www.offshoretransfers.com,Unlicensed entities,2014-09-08,sfc
Hk Baoma Avenue International Group Company Limited,www.yy125.com,Unlicensed entities,2014-09-18,sfc
www.moneyconceptshk.com,www.moneyconceptshk.com,Suspicious websites,,sfc
JUP.Inc,www.jupaml.com,Suspicious websites,,sfc
The Cooper Research Group,www.cooperresearch.com,Unlicensed entities,2014-10-23,sfc
www.iqs.hk,www.iqs.hk,Suspicious websites,2014-11-11,sfc
"www.iqshk.com, www.myiqs.com",(i) www.iqshk.com,Suspicious websites,,sfc
Moss Securities Private Asset Management,www.mosssecurities.com,Unlicensed entities,2014-11-13,sfc
www.wanlius.com,www.wanlius.com,Suspicious websites,,sfc
"China Gloay Cultural Artwork Property Exchange Co., Ltd / China Yanhuang Culture and Artwork Property Exchange Co., Ltd",(i) www.cgcape.net,Unlicensed entities,2014-11-13,sfc
USG Holdings Limited / United Securities Group,www.ususg.com,Unlicensed entities,2014-07-07,sfc
Liberty Stone Financial,www.libertystonefinancial.com,Unlicensed entities,2014-10-24,sfc
Waldmann Asset Management,(i) www.waldmann-asset-management.com,Unlicensed entities,2014-10-16,sfc
Baron-Moore Associates,www.baron-moore.com,Unlicensed entities,2014-11-21,sfc
Banc De Binary,(i) www.bancdebinary.com,Unlicensed entities,2014-11-28,sfc
Financial Services Association,,Unlicensed entities,,sfc
Bowman Offshore Transfer,www.bowmantransfer.com,Unlicensed entities,2014-10-08,sfc
Trade Association,www.trade-association.com,Unlicensed entities,2014-12-11,sfc
Axis Investment Group,www.axisinvestmentgroup.com,Unlicensed entities,2014-12-12,sfc
Clearwater Offshore Limited,www.clearwatercompany.com,Unlicensed entities,2014-12-12,sfc
Shore Capital Ventures,www.shorecapitalventures.com,Unlicensed entities,2014-12-15,sfc
Prime Financial Management Services,www.primefms.com,Unlicensed entities,,sfc
Broadspan Securities,www.broadspansecurities.com,Unlicensed entities,2015-01-08,sfc
Rich Futures (HK) Limited,www.richfutureshk.com,Unlicensed entities,2015-01-08,sfc
Vantage Holdings Group Limited,www.vantageholdingsgroup.com,Unlicensed entities,2014-12-24,sfc
www.blackrockch.com,www.blackrockch.com,Suspicious websites,2015-01-19,sfc
www.geo-fi.com,www.geo-fi.com,Suspicious websites,2015-01-20,sfc
Shearin Group,www.shearingroup.com,Unlicensed entities,2014-10-24,sfc
Benelux Venture Partners,www.beneluxpartners.com,Unlicensed entities,2015-01-20,sfc
Southeast Asia Traders,www.southeastasiatraders.com,Unlicensed entities,2015-01-22,sfc
Trillion Venture / Trillion Venture Pte Ltd / Trillion Venture HK,www.trivfx.com,Unlicensed entities,,sfc
www.fx-bache.com,www.fx-bache.com,Suspicious websites,2015-01-29,sfc
Eurasia Capital Management,www.eurasiacapitalmanagement.com,Unlicensed entities,2015-01-12,sfc
Skadden Rothman,www.skadden-rothman.com,Unlicensed entities,2015-01-29,sfc
Basic Venture Limited,www.basicventure.com,Unlicensed entities,2015-02-05,sfc
Kent Hughes & Co.,www.kenthughes.com,Unlicensed entities,2015-02-06,sfc
Burton Financial Partners,www.burtonfinancialpartners.com,Unlicensed entities,2015-01-22,sfc
Taiwan Commodity Exchange,www.twcx.org,Fake regulators and/or market operators,2015-01-29,sfc
Zenith Capital Ventures,www.zenithcapital-ventures.com,Unlicensed entities,2015-02-03,sfc
Swiss Private Capital Limited,www.swiss-private.com,Unlicensed entities,2015-02-16,sfc
TD Options Limited,www.tdoptions.com,Unlicensed entities,2015-02-05,sfc
Morris Capital Partners,www.morris-capital-partners.com,Suspicious websites,2015-03-02,sfc
Neutra Limited,-,Unlicensed entities,2015-03-02,sfc
Oxred Limited,-,Unlicensed entities,2015-03-02,sfc
GR Markets Limited,www.grmarkets.com,Unlicensed entities,2015-02-13,sfc
Pivotal Investment Group,www.pivotalinvestmentgroup.com,Unlicensed entities,2014-12-22,sfc
Fulford Limited,-,Unlicensed entities,2015-03-02,sfc
Southeast Asia Traders,www.southeastasiatraders.com,Suspicious websites,2015-03-02,sfc
Reef Capital Advisors,www.reefcapitaladvisors.com,Unlicensed entities,2014-12-02,sfc
"Hongkong Guotaijunan Securities Holding Co., Limited",www.gtjahk; www.998335.com; www.gtja666.com,Unlicensed entities,2015-03-05,sfc
